	id	sentence1	sentence2	similarity
2932	11a105a9ea725391f5f52eabe	Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.	Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury.	4.6
8319	b8916993a0d3546f5ea63de1f	"""I expect Japan to keep conducting intervention, but the volume is likely to fall sharply,"" said Junya Tanase, forex strategist at JP Morgan Chase."	"Junya Tanase, forex strategist at JP Morgan Chase, said ""I expect Japan to keep conducting intervention, but the volume is likely to fall sharply."""	4.733
6507	be438afa58605cf1ec444bc42	I guess those are greek tickets (εισιτηριον) for excavation sites or museums.	That is indeed Greek Looks like a Ticket to a museum or field.	3.4
8532	cd0f0ce9f67251e365074c40a	Southwest jet hit nose first	Southwest Jet's Nose Gear Landed First	3.6
1500	6fe263e767d1f10e24c2bb0e6	A black dog emerges from the water with a white ball in its mouth.	a black dog walking out of the water with a white ball in his mouth.	4.8
1898	11fd08764c7d532b141209079	Two boys, one wearing a hat, in a playground.	Boy in tan hat laughs while sitting near playground equipment.	2.4
3217	e67dd87295d6bd64fa5ee755b	The only other person who had not been accounted for Sunday was a man from Fort Worth, Texas.	Another person, a man from Fort Worth, Texas, also was missing.	3.6
252	160bbfaf15272a5081d1846d1	People step off a train.	A group of people get off a train.	4.6
3844	52552c3d41b5dee17719baa8b	Capello quits as England manager	Capello resigns as England manager	5.0
4947	087b96b6cbd866e3101ec7b0e	'Whitey' Bulger given two consecutive life terms	Whitey Bulger gets life for racketeering, killings	3.2
861	e345e09b5ad0046a5dc338ae1	A man is placing meat inside a plastic bag.	A woman is carrying a wallaby in a bag.	0.4
3324	a0392b274b37bfb962adc254f	Ricky Clemons' brief, troubled Missouri basketball career is over.	Missouri kicked Ricky Clemons off its team, ending his troubled career there.	4.0
5773	1fe8ac685543b5daaaaeed203	A man is playing soccer.	A man is playing flute.	1.0
558	d236701e5f191934dc47c404c	Two little girls talk on the telephone.	Two girls talk on the phone.	4.5
101	8fa4492863ce56bd8ff963210	A woman is slicing a leek.	A woman is slicing ginger.	2.2
1108	74ce1073b1fb45923eb715661	A group of river barges with trees in the background.	A young girl wearing a bike helmet with a bicycle in the background.	0.4
2829	c873b9bcf25f20ab84f79e398	Its legal representatives began meeting with plaintiffs' attorneys last week to discuss a settlement.	Attorneys for both the archdiocese and the plaintiffs began meeting last week to reach the out-of-court settlement.	3.25
271	f7cd7bcd063600e336a36d8c7	The man is shooting an automatic rifle.	A man is shooting a gun.	3.8
5133	89c4819c17d074003cabe4c5f	Death toll rises to 29 in India's Mumbai building collapse	Death toll rises to 12 in Indonesia mine collapse	0.6
646	65b596dc0c68b25330972d8db	A man plays a guitar.	A woman is playing guitar.	2.0
6702	5f05c17a2e0836a6f092f2f4c	Basically, the rule is that you must play the ball, and not the man, until someone catches the ball.	It is fairly simple to understand, somewhat harder to referee.	1.2
4525	18cf43c2fdd272ae04ea65f8c	Four U.S. Air Force helicopter crew members killed in UK crash	US Air Force helicopter crew killed in British crash	4.0
324	28c26050bdba4d48d3476c09a	The boy is stuck in the door of the doghouse.	A child is stuck in a dog house.	3.75
141	c5a94eaf5be58c76d42b4c7c3	A woman is dancing.	A man is talking.	0.0
6665	5edc605d46e16c52a1707fecf	I disagree with Josh Bruce on some of his tips.	Research does indicate that sleeping after studying is a pretty good rule-of-thumb.	0.6
8521	c890377b8087d4d63de5c5f96	Taiwan's economy grows 2.27% in April-June quarter	China's economic growth rebounds to 7.8% in latest quarter	1.0
1033	a01a02f8ac1870fb2324e00e0	A group of sheep in a field.	A group of horses grazing in a field.	1.6
3069	8f2a2417356161bdad8344ffc	"People who have opposed these actions throughout are now trying to find fresh reasons to say this wasn't the right thing to do."""	"""What is happening here is that people who have opposed this action throughout are trying to find fresh reasons why it was not the right thing to do."""	4.0
7335	8a31498766bc11e22e8b7f107	The polar bears fought over the kill.	Polar bears are fighting each other.	3.4
4222	4cbcd1c832c9a63039aaf1b00	Key says marae visit a lost opportunity	Key wants Waitangi marae visit to stay	2.2
5740	1a1d9cc6c1ca9af28f73f7800	Pakistan executions draw international ire	Pakistan protests ceasefire violations by India	0.0
5639	bbf9ae9f76e545f37e7b6311b	World Cup hit by new stadium death	Worker dies at World Cup stadium	3.0
4031	363af79012cf0631fa78b3443	AL renews condemnation on Syria's violence	U.S. closes embassy in Damascus due to Syria violence	1.6
6923	8038da6010bdd53d2015d1dd6	Bulger's brother is now on the agency's ''10 Most Wanted'' list, sought in connection with 21 murders.	"Bulger's brother, a former FBI informant, is now on the law enforcement agency's ""10 Most Wanted"" list."	3.25
5568	6115052ed0e5993d96ea26ab9	Egypt protesters defy cabinet threat to end sit-ins	Egypt protesters defy cabinet threat	4.0
8355	d15894051e5442bc4bc559c79	She was taken by ambulance to Charing Cross Hospital in Hammersmith.	She was taken to Charing Cross Hospital, where she remained critically ill last night.	2.8
7744	1b9ec4cf814876c3763d354ee	A black and white dog runs through the water.	Black and brown dog runs through field.	2.0
1447	414b379675579bb1b9fb14345	A couple holds a baby.	Couple with newborn baby.	4.2
1239	22d90877174fd42336251a5b4	Three bottles are on a table.	Old green bottle sitting on a table.	2.4
4836	e09f2925565d51ad50e6ad2b6	China's new PM rejects US hacking claims	China Premier Li rejects 'groundless' US hacking accusations	5.0
818	aa47d774c0c5fafbccc3d3ff3	A man is eating.	A woman is rock climbing.	0.0
1226	347748f29438332db7e9875f3	Two guys sit on a couch holding beers with a girl lying on their laps.	Two women watching the street with their bikes to see when they may cross.	0.0
8225	7d785088c770f96637192c6be	She was the only woman in her unit and a member of Teamsters Local 995.	She was the only woman employed as a warehouse worker and heavy equipment operator and the only woman in her Teamsters local.	3.25
4150	8dbcd0e24304e25db18629867	Putin claims victory in Russia's presidential election	Putin claims victory in presidential vote	4.2
2592	9621acc805b8f96c8f08be5c9	Several relatives of Australian victims of the attack were in court to witness the proceedings, but few Balinese attended the trial.	Several relatives of Australian victims of the attack sat in the front row of the court, but few Balinese attended the trial.	4.6
3485	c75294e2debaa53c473dafe9e	anatoly sokolov announced-- soviet-built a-135 missile defense system around moscow is obsolete and inefficient. 	soviet-built a-135 missile defense system around moscow is obsolete and inefficient.	4.6
327	c126720180ad3b56b46cb4fa0	A man is playing a guitar.	A woman is dancing.	0.2
2458	d3dc7a721303e2d67df460d29	But butterflies exposed to an earlier light cycle, from 1am to 1pm, orientated themselves towards the south-east.	But butterflies housed under an earlier light cycle, 1 a.m. to 1 p.m., flew toward the southeast.	4.6
267	e8cb8685b28576dc603739f6e	A man is walking along a path through wilderness.	A man is walking down a road.	2.5
3200	a28242532b2a08f6ce936a769	Caldera acquired the Unix server software of the original SCO and changed its name to the SCO Group.	SCO changed its name to Tarantella, and Caldera later changed its name to the SCO Group.	2.6
6252	3d47ad5f58813dd493535c1a2	The young boy jumps barefoot outside in the front yard.	The teen rode his bike around the people walking in the courtyard.	0.4
2923	508b48910091d8d84bad6e7e4	The Ministry of Defence is facing a 20m compensation claim from hundreds of Kenyan women who claim they were raped by British soldiers.	Hundreds of Kenyan women claiming they were attacked and raped by British soldiers were granted government legal aid Wednesday to pursue their case against the Ministry of Defense.	3.0
8145	1f2fa0b44c5cf1cdeb4049e12	His 1996 Chevrolet Tahoe was found abandoned in a Virginia Beach, Va., parking lot June 25.	His sport utility vehicle was found June 25, abandoned without its license plates in Virginia Beach, Va.	3.6
802	ca6cc13fb4b6d1368e7238249	A woman cuts a pineapple.	A woman is slicing a pineapple into pieces.	4.0
3232	4da63d14e8adf9f71ffdc574f	Five-time Tour de France winner and cancer survivor Lance Armstrong had a few words of advice for other cancer survivors in Denver on Friday.	Five-time Tour de France winner Lance Armstrong is in Denver today for a meeting about surviving cancer.	3.4
5629	365e956fa50dedcd58bd9e546	Police surround protesters in Belfast ahead of G8	Peaceful anti-G8 protest held in Belfast	3.0
3112	d7747517fdb23a7d4d99f0394	Apple Computer's new online music service sold more than 1 million songs during its first week of operation, the company said Monday.	Apple Computer Inc. said Monday it exceeded record industry expectations by selling more than 1 million songs since the launch of its online music store a week ago.	4.6
4145	64fa02104eae9b91d83a5cca7	Donna Summer, Queen of Disco, dies at 63	Donna Summer, the queen of disco	3.0
3556	fce2564ec6f00359ac4b6b308	the plan for tunisia is the creation of electronic databases to facilitate tax collection. 	the plan for nigeria and mozambique is the creation an electronic database for real estate.	1.8
1771	d6382994db0fa91634bf4faee	The woman holding a black purse is smoking a cigarette.	A woman with a black bag is smoking a cigarette	4.8
5130	140a3534171c46097ae08e6e8	France to ban child beauty pageants	Facebook to test mobile payments service	0.4
1107	158cd180cb4e5611c31fa2121	Red double decker bus on side of street.	A red double decker bus on a city street.	4.4
1542	86bfbe6884ac24fb83a1b84e9	Two large dogs running in some grass.	Two brindle dogs running in the grass.	4.2
2990	a2a69c3e1bbaef5135ebe4bf0	Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act.	In a news release Thursday, Strayhorn said this was the first time a comptroller rejected a budget.	3.2
7563	6afa8605729a52999bdb59244	Home office space with bright green walls and artwork.	An office with multiple desks and green walls.	3.4
575	fd0d2bdb3d7d45dc316618f48	A girl jumps on a car.	A girl is jumping onto a car.	4.8
6540	84ab167a474d8ed8ec5b91f66	I visit AZ every summer and include some hikes in the desert when I'm there.	Apart from what has been said, your need of water also depends on what you eat.	0.2
2892	b0812a451bbf614ecd6297a62	It would be difficult to overestimate the potential dangers of the Remote Procedure Call (RPC) vulnerability.	The flaw involves the Remote Procedure Call (RPC) protocol, which deals with inter-computer communications.	2.5
5149	2647234d4bba549fe288442d7	Hong Kong stocks end higher	Indian stocks open higher	0.6
7683	14c550337708792c293a3c126	A red haired women in black is posing for a man while resting on a tree.	A man in a black shirt is holding a child wearing sunglasses.	0.0
2785	c70c04643364475be2e68fd2d	He was voluntarily castrated in 2001, an operation he contends removed his ability to become sexually aroused.	DeVries, who was voluntarily castrated in August 2001, has said the surgery took away his ability to become sexually aroused.	4.5
32	23468cd3d74f3a3b0d67c4df6	A woman is dancing and singing with other women.	A woman is dancing and singing in the rain.	3.0
7961	7762f652c2b154202e5897b95	The best thing you can do is to know your stuff.	The best thing to do is to overcome the fussiness.	0.0
1810	38edccc6dc9d0549b233ad1f6	A girl bounces upside down on her head on a trampoline.	A girl is bouncing on her head on a trampoline.	4.8
3446	31550ab33d9b3f0eabeaa6863	The defense cannot appeal Roush's ruling until after the trial.	Defense lawyers cannot appeal the ruling until after trial, in the appellate courts.	3.4
4099	67af682757fc759f74dd06b90	4 French Soldiers Reported Killed in Afghanistan	British Soldier Killed In Afghanistan	1.0
62	6672c91268517eeb8e6fe76c1	A kid plays with a toy phone.	A little boy plays with a toy phone.	3.5
5457	4e3c2717373037be6ebc0490b	Israel frees second group of Palestinian prisoners	Israel releases 26 Palestinian prisoners	3.8
3470	c714cbbca1fa89a64307d9149	reports state that the syrian government was concealing a nuclear facility at the attacked site. 	u.n. experts have begun analyzing reports that state the syrian government was concealing a nuclear facility at the attacked site.	4.2
4607	b17a7402b2048f751539231c5	Manning Sentenced to 35 Years for Leaking Government Secrets	Briton jailed for 10 years for selling fake bomb detectors	1.0
3907	cbf67a78c25b7e6acceec0e69	Clinton calls for friends of Syria to unite	Plastic artist calls for greater support for new talents	0.0
58	fe6602f4e8d2a6a5b3e67a4c2	A woman rides a horse.	A woman is riding a horse.	5.0
7137	7a8c2cb073fee5c64c82a9648	Turkish police mass near Istanbul park protest area	British police deny protecting sex abuser Savile	0.0
7316	6d6d1b8993fa91d738da92e69	A man is sitting and smoking.	A man is smoking a cigarette.	4.0
6350	b89c7b9c78c391ddff3f37b4b	A helicopter is getting ready to take off.	The plane is getting ready to take off.	2.8
7860	0033cac6aa69cc082280fc646	A group of people are nervous about crossing the water.	A group of people are on the water.	2.2
3198	fd8fdf2c5c80e152b3b8a1dca	Agents found more than 1,000 credit cards and credit card duplicating machines during a search of Ragin's address.	When Ragin's address was raided, authorities found more than 1,000 credit cards and duplicating machines.	4.8
2218	3b73259f89351a3f21cb235b1	I'd offer Iran a deal.	Chuck I'd offer Iran a deal.	4.2
